latitude,longitude,timestamp
52.52045237028555,13.394640025329274,2024-10-10 08:02:36
52.52044370672728,13.39458087502787,2024-10-10 08:02:39
52.520435043169016,13.394521724726465,2024-10-10 08:02:42
52.52042637961075,13.394462574425061,2024-10-10 08:02:45
52.520417716052485,13.394403424123656,2024-10-10 08:02:48
52.52040905249422,13.394344273822252,2024-10-10 08:02:51
52.520400388935954,13.394285123520849,2024-10-10 08:02:54
52.52039172537769,13.394225973219443,2024-10-10 08:02:57
52.52038306181943,13.39416682291804,2024-10-10 08:03:00
52.52037439826116,13.394107672616634,2024-10-10 08:03:03
52.5203657347029,13.39404852231523,2024-10-10 08:03:06
52.52035707114463,13.393989372013827,2024-10-10 08:03:09
52.52034840758637,13.393930221712422,2024-10-10 08:03:12
52.52033974402811,13.393871071411018,2024-10-10 08:03:15
52.52033108046984,13.393811921109613,2024-10-10 08:03:18
52.520322416911576,13.39375277080821,2024-10-10 08:03:21
52.520313753353314,13.393693620506806,2024-10-10 08:03:24
52.520305089795045,13.3936344702054,2024-10-10 08:03:27
52.52029642623678,13.393575319903997,2024-10-10 08:03:30
52.520287762678514,13.393516169602592,2024-10-10 08:03:33
52.52027909912025,13.393457019301188,2024-10-10 08:03:36
52.52027043556199,13.393397868999784,2024-10-10 08:03:39
52.52026177200372,13.393338718698379,2024-10-10 08:03:42
52.52025310844546,13.393279568396975,2024-10-10 08:03:45
52.5202444448872,13.39322041809557,2024-10-10 08:03:48
52.52023578132893,13.393161267794166,2024-10-10 08:03:51
52.520227117770666,13.393102117492761,2024-10-10 08:03:54
52.5202184542124,13.393042967191358,2024-10-10 08:03:57
52.520209790654135,13.392983816889954,2024-10-10 08:04:00
52.52020112709587,13.392924666588549,2024-10-10 08:04:03
52.520192463537605,13.392865516287145,2024-10-10 08:04:06
52.52018379997934,13.39280636598574,2024-10-10 08:04:09
52.52017513642108,13.392747215684336,2024-10-10 08:04:12
52.52016647286281,13.392688065382933,2024-10-10 08:04:15
52.52015780930455,13.392628915081527,2024-10-10 08:04:18
52.52014914574628,13.392569764780124,2024-10-10 08:04:21
52.52014048218802,13.392510614478718,2024-10-10 08:04:24
52.52013181862976,13.392451464177315,2024-10-10 08:04:27
52.52012315507149,13.392392313875911,2024-10-10 08:04:30
52.520114491513226,13.392333163574506,2024-10-10 08:04:33
52.520105827954964,13.392274013273102,2024-10-10 08:04:36
52.520097164396695,13.392214862971697,2024-10-10 08:04:39
52.52008850083843,13.392155712670293,2024-10-10 08:04:42
52.520079837280164,13.39209656236889,2024-10-10 08:04:45
52.5200711737219,13.392037412067484,2024-10-10 08:04:48
52.52006251016364,13.39197826176608,2024-10-10 08:04:51
52.52005384660537,13.391919111464675,2024-10-10 08:04:54
52.52004518304711,13.391859961163272,2024-10-10 08:04:57
